,ID_MUNICIP,CASOS,VAC,N_VAC,I_VAC,SG_UF_NOT
442,330250,35,5.0,19.0,11.0,33
443,330260,1,1.0,0.0,0.0,33
444,330280,1,0.0,0.0,1.0,33
445,330285,6,0.0,4.0,2.0,33
446,330320,23,7.0,11.0,5.0,33
447,330330,111,51.0,30.0,30.0,33
448,330340,37,30.0,5.0,2.0,33
449,330350,114,26.0,43.0,45.0,33
450,330380,14,4.0,7.0,3.0,33
451,330385,2,2.0,0.0,0.0,33
452,330390,15,3.0,7.0,5.0,33
453,330411,1,1.0,0.0,0.0,33
454,330414,23,3.0,16.0,4.0,33
455,330420,1,1.0,0.0,0.0,33
456,330430,8,2.0,3.0,3.0,33
457,330452,3,2.0,1.0,0.0,33
458,330455,791,314.0,266.0,211.0,33
459,330490,22,8.0,9.0,5.0,33
460,330510,49,17.0,29.0,3.0,33
461,330520,2,1.0,1.0,0.0,33
462,330550,1,1.0,0.0,0.0,33
463,330580,29,21.0,4.0,4.0,33
464,330610,25,20.0,1.0,4.0,33
465,330630,3,2.0,1.0,0.0,33
466,350010,2,1.0,1.0,0.0,35
467,350050,1,1.0,0.0,0.0,35
468,350070,2,1.0,1.0,0.0,35
469,350100,3,1.0,2.0,0.0,35
470,350115,1,0.0,1.0,0.0,35
471,350150,3,3.0,0.0,0.0,35
472,350160,11,6.0,3.0,2.0,35
473,350190,5,2.0,2.0,1.0,35
474,350210,4,3.0,1.0,0.0,35
475,350220,7,7.0,0.0,0.0,35
476,350240,2,2.0,0.0,0.0,35
477,350250,2,1.0,1.0,0.0,35
478,350275,7,5.0,2.0,0.0,35
479,350280,16,12.0,4.0,0.0,35
480,350310,1,1.0,0.0,0.0,35
481,350320,1,1.0,0.0,0.0,35
482,350330,17,12.0,4.0,1.0,35
483,350380,4,2.0,0.0,2.0,35
484,350390,72,24.0,13.0,35.0,35
485,350400,2,1.0,0.0,1.0,35
486,350410,59,33.0,10.0,16.0,35
487,350430,1,1.0,0.0,0.0,35
488,350450,1,1.0,0.0,0.0,35
489,350460,6,6.0,0.0,0.0,35
490,350520,2,2.0,0.0,0.0,35
491,350530,1,1.0,0.0,0.0,35
492,350550,9,6.0,3.0,0.0,35
493,350560,2,2.0,0.0,0.0,35
494,350570,517,158.0,286.0,73.0,35
495,350580,1,0.0,1.0,0.0,35
496,350600,93,59.0,19.0,15.0,35
497,350610,4,3.0,0.0,1.0,35
498,350635,42,12.0,17.0,13.0,35
499,350650,4,2.0,2.0,0.0,35
500,350660,1,1.0,0.0,0.0,35
501,350700,2,2.0,0.0,0.0,35
502,350710,4,2.0,2.0,0.0,35
503,350750,2,0.0,2.0,0.0,35
504,350760,36,23.0,8.0,5.0,35
505,350790,1,1.0,0.0,0.0,35
506,350810,2,1.0,1.0,0.0,35
507,350840,2,1.0,1.0,0.0,35
508,350850,32,19.0,9.0,4.0,35
509,350900,203,62.0,88.0,53.0,35
510,350920,24,15.0,9.0,0.0,35
511,350925,5,5.0,0.0,0.0,35
512,350930,1,0.0,1.0,0.0,35
513,350950,238,144.0,84.0,10.0,35
514,350960,28,14.0,7.0,7.0,35
515,350970,3,2.0,1.0,0.0,35
516,351000,7,5.0,2.0,0.0,35
517,351020,2,2.0,0.0,0.0,35
518,351030,8,5.0,3.0,0.0,35
519,351050,13,6.0,5.0,2.0,35
520,351060,108,38.0,53.0,17.0,35
521,351110,9,8.0,1.0,0.0,35
522,351150,5,4.0,1.0,0.0,35
523,351160,3,1.0,1.0,1.0,35
524,351210,1,1.0,0.0,0.0,35
525,351240,1,1.0,0.0,0.0,35
526,351250,3,3.0,0.0,0.0,35
527,351280,3,3.0,0.0,0.0,35
528,351300,147,78.0,29.0,40.0,35
529,351310,4,4.0,0.0,0.0,35
530,351340,17,11.0,6.0,0.0,35
531,351350,28,11.0,9.0,8.0,35
532,351370,1,1.0,0.0,0.0,35
533,351380,126,60.0,40.0,26.0,35
534,351390,9,8.0,1.0,0.0,35
535,351410,2,1.0,1.0,0.0,35
536,351430,1,1.0,0.0,0.0,35
537,351440,3,2.0,1.0,0.0,35
538,351450,2,1.0,1.0,0.0,35
539,351500,56,22.0,29.0,5.0,35
540,351510,23,12.0,9.0,2.0,35
541,351515,2,2.0,0.0,0.0,35
542,351518,1,0.0,1.0,0.0,35
543,351550,100,81.0,18.0,1.0,35
544,351570,40,10.0,8.0,22.0,35
545,351600,1,1.0,0.0,0.0,35
546,351620,25,9.0,11.0,5.0,35
547,351630,444,216.0,191.0,37.0,35
548,351640,404,146.0,250.0,8.0,35
549,351670,6,5.0,1.0,0.0,35
550,351690,1,1.0,0.0,0.0,35
551,351700,1,1.0,0.0,0.0,35
552,351740,3,1.0,2.0,0.0,35
553,351750,1,1.0,0.0,0.0,35
554,351830,36,21.0,12.0,3.0,35
555,351840,5,4.0,0.0,1.0,35
556,351860,6,5.0,0.0,1.0,35
557,351870,52,26.0,13.0,13.0,35
558,351880,828,316.0,342.0,170.0,35
559,351905,1,0.0,1.0,0.0,35
560,351907,19,14.0,4.0,1.0,35
561,351920,1,1.0,0.0,0.0,35
562,351930,4,2.0,2.0,0.0,35
563,351940,1,1.0,0.0,0.0,35
564,351950,2,1.0,1.0,0.0,35
565,351960,4,3.0,1.0,0.0,35
566,351970,1,1.0,0.0,0.0,35
567,352000,3,2.0,1.0,0.0,35
568,352030,1,0.0,0.0,1.0,35
569,352040,7,4.0,3.0,0.0,35
570,352044,2,2.0,0.0,0.0,35
571,352050,40,28.0,11.0,1.0,35
572,352090,1,1.0,0.0,0.0,35
573,352100,3,2.0,0.0,1.0,35
574,352210,14,7.0,4.0,3.0,35
575,352220,80,23.0,26.0,31.0,35
576,352230,23,13.0,4.0,6.0,35
577,352240,2,2.0,0.0,0.0,35
578,352250,72,24.0,44.0,4.0,35
579,352260,4,1.0,1.0,2.0,35
580,352270,2,1.0,1.0,0.0,35
581,352280,1,0.0,1.0,0.0,35
582,352290,2,1.0,1.0,0.0,35
583,352310,185,82.0,89.0,14.0,35
584,352340,9,7.0,1.0,1.0,35
585,352360,1,1.0,0.0,0.0,35
586,352380,1,0.0,1.0,0.0,35
587,352390,45,27.0,14.0,4.0,35
588,352400,4,4.0,0.0,0.0,35
589,352420,2,2.0,0.0,0.0,35
590,352430,7,7.0,0.0,0.0,35
591,352440,13,10.0,1.0,2.0,35
592,352470,22,15.0,6.0,1.0,35
593,352480,3,2.0,0.0,1.0,35
594,352500,48,13.0,13.0,22.0,35
595,352520,1,0.0,0.0,1.0,35
596,352530,20,13.0,5.0,2.0,35
597,352550,5,2.0,2.0,1.0,35
598,352570,4,3.0,1.0,0.0,35
599,352585,1,1.0,0.0,0.0,35
600,352590,182,98.0,40.0,44.0,35
601,352600,4,4.0,0.0,0.0,35
602,352610,1,0.0,1.0,0.0,35
603,352620,3,1.0,2.0,0.0,35
604,352640,1,1.0,0.0,0.0,35
605,352670,3,2.0,0.0,1.0,35
606,352690,54,30.0,18.0,6.0,35
607,352710,1,1.0,0.0,0.0,35
608,352720,12,7.0,3.0,2.0,35
609,352730,6,4.0,2.0,0.0,35
610,352740,1,1.0,0.0,0.0,35
611,352760,3,2.0,1.0,0.0,35
612,352840,5,4.0,0.0,1.0,35
613,352850,92,42.0,45.0,5.0,35
614,352890,2,1.0,1.0,0.0,35
615,352900,41,30.0,11.0,0.0,35
616,352930,3,3.0,0.0,0.0,35
617,352940,286,59.0,122.0,105.0,35
618,352960,1,0.0,1.0,0.0,35
619,353010,1,1.0,0.0,0.0,35
620,353030,12,12.0,0.0,0.0,35
621,353040,1,1.0,0.0,0.0,35
622,353050,1,1.0,0.0,0.0,35
623,353060,221,78.0,87.0,56.0,35
624,353070,15,10.0,5.0,0.0,35
625,353080,9,6.0,2.0,1.0,35
626,353110,26,14.0,8.0,4.0,35
627,353120,1,1.0,0.0,0.0,35
628,353130,1,0.0,0.0,1.0,35
629,353180,2,0.0,2.0,0.0,35
630,353190,2,0.0,2.0,0.0,35
631,353240,3,2.0,0.0,1.0,35
632,353260,1,0.0,1.0,0.0,35
633,353300,1,1.0,0.0,0.0,35
634,353340,1,1.0,0.0,0.0,35
635,353360,1,1.0,0.0,0.0,35
636,353390,1,1.0,0.0,0.0,35
637,353410,1,1.0,0.0,0.0,35
638,353440,314,129.0,118.0,67.0,35
639,353470,25,17.0,6.0,2.0,35
640,353490,1,0.0,1.0,0.0,35
641,353520,1,1.0,0.0,0.0,35
642,353540,1,0.0,1.0,0.0,35
643,353550,3,3.0,0.0,0.0,35
644,353560,1,1.0,0.0,0.0,35
645,353600,1,1.0,0.0,0.0,35
646,353620,4,1.0,3.0,0.0,35
647,353650,31,23.0,4.0,4.0,35
648,353670,4,3.0,1.0,0.0,35
649,353680,1,1.0,0.0,0.0,35
650,353710,2,1.0,1.0,0.0,35
651,353720,3,2.0,0.0,1.0,35
652,353730,2,1.0,1.0,0.0,35
653,353740,3,3.0,0.0,0.0,35
654,353760,25,15.0,4.0,6.0,35
655,353780,3,2.0,1.0,0.0,35
656,353790,1,1.0,0.0,0.0,35
657,353800,13,11.0,2.0,0.0,35
658,353870,13,7.0,6.0,0.0,35
659,353880,1,1.0,0.0,0.0,35
660,353890,2,1.0,1.0,0.0,35
661,353910,1,1.0,0.0,0.0,35
662,353930,99,97.0,1.0,1.0,35
663,353940,1,1.0,0.0,0.0,35
664,353980,72,28.0,33.0,11.0,35
665,354020,5,4.0,1.0,0.0,35
666,354060,2,1.0,1.0,0.0,35
667,354070,10,7.0,3.0,0.0,35
668,354075,2,2.0,0.0,0.0,35
669,354080,1,0.0,1.0,0.0,35
670,354090,3,3.0,0.0,0.0,35
671,354100,118,51.0,53.0,14.0,35
672,354130,1,1.0,0.0,0.0,35
673,354140,14,11.0,3.0,0.0,35
674,354150,4,4.0,0.0,0.0,35
675,354160,1,1.0,0.0,0.0,35
676,354200,2,2.0,0.0,0.0,35
677,354220,1,1.0,0.0,0.0,35
678,354240,1,1.0,0.0,0.0,35
679,354260,6,5.0,1.0,0.0,35
680,354320,1,1.0,0.0,0.0,35
681,354330,94,35.0,39.0,20.0,35
682,354340,87,49.0,25.0,13.0,35
683,354370,1,1.0,0.0,0.0,35
684,354390,16,12.0,4.0,0.0,35
685,354400,1,1.0,0.0,0.0,35
686,354410,42,14.0,8.0,20.0,35
687,354425,1,1.0,0.0,0.0,35
688,354450,2,2.0,0.0,0.0,35
689,354490,1,1.0,0.0,0.0,35
690,354520,10,9.0,1.0,0.0,35
691,354530,1,1.0,0.0,0.0,35
692,354540,2,2.0,0.0,0.0,35
693,354560,2,1.0,1.0,0.0,35
694,354580,12,6.0,4.0,2.0,35
695,354640,1,1.0,0.0,0.0,35
696,354660,1,1.0,0.0,0.0,35
697,354680,12,10.0,1.0,1.0,35
698,354730,33,14.0,19.0,0.0,35
699,354780,447,134.0,164.0,149.0,35
700,354850,226,110.0,66.0,50.0,35
701,354870,492,183.0,194.0,115.0,35
702,354880,152,37.0,66.0,49.0,35
703,354890,32,17.0,12.0,3.0,35
704,354910,9,6.0,2.0,1.0,35
705,354940,1,0.0,0.0,1.0,35
706,354950,1,1.0,0.0,0.0,35
707,354970,9,8.0,1.0,0.0,35
708,354980,89,64.0,17.0,8.0,35
709,354990,84,50.0,29.0,5.0,35
710,355030,10195,3833.0,4473.0,1889.0,35
711,355050,1,1.0,0.0,0.0,35
712,355060,20,12.0,5.0,3.0,35
713,355070,17,12.0,4.0,1.0,35
714,355080,2,2.0,0.0,0.0,35
715,355100,28,16.0,10.0,2.0,35
716,355110,4,3.0,0.0,1.0,35
717,355150,3,1.0,1.0,1.0,35
718,355160,16,6.0,5.0,5.0,35
719,355170,14,7.0,6.0,1.0,35
720,355200,1,1.0,0.0,0.0,35
721,355210,3,2.0,0.0,1.0,35
722,355220,91,58.0,19.0,14.0,35
723,355240,12,9.0,1.0,2.0,35
724,355250,49,29.0,12.0,8.0,35
725,355260,1,1.0,0.0,0.0,35
726,355280,48,18.0,20.0,10.0,35
727,355380,1,1.0,0.0,0.0,35
728,355400,26,16.0,10.0,0.0,35
729,355410,42,27.0,15.0,0.0,35
730,355430,2,2.0,0.0,0.0,35
731,355450,2,1.0,1.0,0.0,35
732,355480,3,0.0,3.0,0.0,35
733,355500,5,5.0,0.0,0.0,35
734,355510,1,0.0,1.0,0.0,35
735,355530,1,0.0,1.0,0.0,35
736,355540,10,7.0,3.0,0.0,35
737,355560,2,2.0,0.0,0.0,35
738,355580,1,0.0,1.0,0.0,35
739,355610,4,2.0,2.0,0.0,35
740,355620,29,21.0,8.0,0.0,35
741,355630,4,3.0,1.0,0.0,35
742,355640,10,6.0,4.0,0.0,35
743,355645,13,8.0,3.0,2.0,35
744,355650,15,6.0,3.0,6.0,35
745,355670,20,15.0,4.0,1.0,35
746,355700,4,3.0,0.0,1.0,35
747,355710,27,23.0,4.0,0.0,35
748,410040,25,10.0,10.0,5.0,41
749,410120,1,0.0,1.0,0.0,41
750,410180,19,5.0,4.0,10.0,41
751,410230,1,1.0,0.0,0.0,41
752,410400,17,8.0,5.0,4.0,41
753,410410,4,2.0,2.0,0.0,41
754,410420,33,21.0,4.0,8.0,41
755,410425,9,7.0,1.0,1.0,41
756,410430,1,0.0,1.0,0.0,41
757,410445,1,1.0,0.0,0.0,41
758,410470,4,0.0,0.0,4.0,41
759,410490,2,0.0,2.0,0.0,41
760,410550,2,2.0,0.0,0.0,41
761,410580,36,18.0,18.0,0.0,41
762,410680,1,1.0,0.0,0.0,41
763,410690,1441,685.0,510.0,246.0,41
764,410765,10,8.0,1.0,1.0,41
765,410832,1,0.0,0.0,1.0,41
766,410840,1,0.0,0.0,1.0,41
767,410850,1,1.0,0.0,0.0,41
768,410890,1,1.0,0.0,0.0,41
769,410940,3,1.0,2.0,0.0,41
770,410960,1,0.0,0.0,1.0,41
771,411010,1,1.0,0.0,0.0,41
772,411020,1,1.0,0.0,0.0,41
773,411070,9,6.0,2.0,1.0,41
774,411180,8,7.0,1.0,0.0,41
775,411210,1,1.0,0.0,0.0,41
776,411320,2,1.0,0.0,1.0,41
777,411370,8,6.0,1.0,1.0,41
778,411390,4,4.0,0.0,0.0,41
779,411460,1,1.0,0.0,0.0,41
780,411520,6,4.0,2.0,0.0,41
781,411570,2,1.0,1.0,0.0,41
782,411605,1,1.0,0.0,0.0,41
783,411730,2,2.0,0.0,0.0,41
784,411800,1,0.0,0.0,1.0,41
785,411820,9,1.0,7.0,1.0,41
786,411850,1,0.0,0.0,1.0,41
787,411860,3,3.0,0.0,0.0,41
788,411915,49,10.0,22.0,17.0,41
789,411950,18,5.0,7.0,6.0,41
790,411990,1,0.0,0.0,1.0,41
791,412080,6,3.0,0.0,3.0,41
792,412120,1,0.0,1.0,0.0,41
793,412200,1,0.0,1.0,0.0,41
794,412220,8,3.0,4.0,1.0,41
795,412240,1,1.0,0.0,0.0,41
796,412350,1,1.0,0.0,0.0,41
797,412550,36,21.0,14.0,1.0,41
798,412625,3,2.0,1.0,0.0,41
799,412770,3,2.0,0.0,1.0,41
800,412820,13,6.0,7.0,0.0,41
801,420075,1,1.0,0.0,0.0,42
802,420200,4,0.0,3.0,1.0,42
803,420240,4,1.0,1.0,2.0,42
804,420290,3,3.0,0.0,0.0,42
805,420300,1,1.0,0.0,0.0,42
806,420380,11,10.0,1.0,0.0,42
807,420430,16,15.0,1.0,0.0,42
808,420540,117,67.0,40.0,10.0,42
809,420570,3,1.0,0.0,2.0,42
810,420650,4,2.0,2.0,0.0,42
811,420730,1,0.0,0.0,1.0,42
812,420750,1,1.0,0.0,0.0,42
813,420800,1,1.0,0.0,0.0,42
814,420820,2,0.0,2.0,0.0,42
815,420845,3,1.0,2.0,0.0,42
816,420860,1,1.0,0.0,0.0,42
817,420890,19,11.0,4.0,4.0,42
818,420910,148,98.0,32.0,18.0,42
819,421010,2,2.0,0.0,0.0,42
820,421050,1,1.0,0.0,0.0,42
821,421090,1,1.0,0.0,0.0,42
822,421110,2,1.0,1.0,0.0,42
823,421190,4,3.0,0.0,1.0,42
824,421260,4,3.0,0.0,1.0,42
825,421280,2,0.0,1.0,1.0,42
826,421350,1,1.0,0.0,0.0,42
827,421360,12,9.0,2.0,1.0,42
828,421390,1,1.0,0.0,0.0,42
829,421470,1,1.0,0.0,0.0,42
830,421580,6,5.0,1.0,0.0,42
831,421620,4,4.0,0.0,0.0,42
832,421630,2,1.0,1.0,0.0,42
833,421660,10,5.0,5.0,0.0,42
834,421740,8,6.0,1.0,1.0,42
835,421750,3,2.0,1.0,0.0,42
836,421830,1,0.0,1.0,0.0,42
837,421870,5,3.0,2.0,0.0,42
838,421917,1,1.0,0.0,0.0,42
839,421985,1,1.0,0.0,0.0,42
840,430060,4,1.0,2.0,1.0,43
841,430160,1,0.0,1.0,0.0,43
842,430210,4,1.0,3.0,0.0,43
843,430310,29,8.0,14.0,7.0,43
844,430460,11,2.0,5.0,4.0,43
845,430470,1,1.0,0.0,0.0,43
846,430485,1,1.0,0.0,0.0,43
847,430640,1,1.0,0.0,0.0,43
848,430770,4,2.0,0.0,2.0,43
849,430920,26,9.0,13.0,4.0,43
850,431020,2,0.0,1.0,1.0,43
851,431130,1,0.0,1.0,0.0,43
852,431340,1,0.0,1.0,0.0,43
853,431490,84,29.0,27.0,28.0,43
854,431760,1,0.0,0.0,1.0,43
855,431800,1,0.0,1.0,0.0,43
856,431870,8,2.0,4.0,2.0,43
857,432000,8,7.0,0.0,1.0,43
858,432160,3,1.0,2.0,0.0,43
859,432195,2,2.0,0.0,0.0,43
860,432240,1,0.0,0.0,1.0,43
861,432250,1,1.0,0.0,0.0,43
862,432300,6,4.0,2.0,0.0,43
863,500270,11,2.0,9.0,0.0,50
864,500830,1,1.0,0.0,0.0,50
865,510525,1,0.0,1.0,0.0,51
866,510619,1,0.0,1.0,0.0,51
867,510760,1,1.0,0.0,0.0,51
868,510792,1,1.0,0.0,0.0,51
869,520110,1,0.0,1.0,0.0,52
870,520140,3,0.0,3.0,0.0,52
871,520549,1,0.0,1.0,0.0,52
872,520620,1,1.0,0.0,0.0,52
873,520870,11,4.0,6.0,1.0,52
874,521250,1,1.0,0.0,0.0,52
875,521830,1,1.0,0.0,0.0,52
876,521860,1,1.0,0.0,0.0,52
877,530010,22,11.0,10.0,1.0,53
