,ANO_EPI,ID_MN_RESI,"(0, 4]","(14, 19]","(19, 29]","(29, 39]","(39, 49]","(4, 9]","(49, 59]","(59, 69]","(69, 79]","(79, 120]","(9, 14]",TOTAL
444,2019,311180.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
445,2019,311450.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
446,2019,311660.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
447,2019,311830.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
448,2019,311860.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
449,2019,312230.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0
450,2019,312710.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
451,2019,313090.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
452,2019,313160.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
453,2019,313240.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
454,2019,313380.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
455,2019,313670.0,1.0,2.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
456,2019,314000.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
457,2019,314160.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,4.0
458,2019,314390.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
459,2019,314480.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
460,2019,314500.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
461,2019,314520.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
462,2019,314535.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
463,2019,314590.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
464,2019,314760.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
465,2019,314790.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
466,2019,314910.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
467,2019,314930.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
468,2019,314940.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
469,2019,315170.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
470,2019,315180.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
471,2019,315250.0,2.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0
472,2019,315390.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
473,2019,315460.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
474,2019,315540.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
475,2019,315600.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
476,2019,315670.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
477,2019,315780.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
478,2019,315990.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
479,2019,316295.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
480,2019,316370.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
481,2019,316720.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
482,2019,316910.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
483,2019,316990.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0
484,2019,317020.0,9.0,0.0,8.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,25.0
485,2019,317040.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
486,2019,317120.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
487,2019,317130.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
488,2019,317200.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
489,2019,320020.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
490,2019,320130.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
491,2019,320530.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
492,2019,330010.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
493,2019,330045.0,37.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,40.0
494,2019,330130.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0
495,2019,330170.0,135.0,3.0,8.0,1.0,1.0,12.0,0.0,0.0,0.0,0.0,6.0,166.0
496,2019,330187.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
497,2019,330190.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
498,2019,330200.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
499,2019,330220.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
500,2019,330240.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
501,2019,330250.0,21.0,2.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,29.0
502,2019,330320.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
503,2019,330330.0,1.0,1.0,5.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,11.0
504,2019,330340.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
505,2019,330350.0,10.0,6.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,23.0
506,2019,330380.0,6.0,0.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,12.0
507,2019,330390.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
508,2019,330452.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
509,2019,330455.0,43.0,16.0,32.0,17.0,4.0,6.0,4.0,0.0,0.0,0.0,3.0,125.0
510,2019,330490.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
511,2019,330510.0,32.0,4.0,4.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,6.0,49.0
512,2019,330550.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
513,2019,330580.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
514,2019,350010.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
515,2019,350050.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
516,2019,350070.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0
517,2019,350100.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
518,2019,350150.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
519,2019,350160.0,0.0,2.0,0.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,8.0
520,2019,350190.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
521,2019,350210.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
522,2019,350220.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0
523,2019,350240.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0
524,2019,350250.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0
525,2019,350275.0,3.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,7.0
526,2019,350280.0,9.0,1.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,16.0
527,2019,350310.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
528,2019,350320.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
529,2019,350330.0,4.0,6.0,2.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,15.0
530,2019,350380.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0
531,2019,350390.0,14.0,2.0,16.0,4.0,4.0,1.0,2.0,0.0,0.0,0.0,3.0,46.0
532,2019,350400.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
533,2019,350410.0,21.0,3.0,6.0,9.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,44.0
534,2019,350420.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
535,2019,350450.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
536,2019,350460.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0
537,2019,350520.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
538,2019,350530.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
539,2019,350550.0,5.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0
540,2019,350560.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
541,2019,350570.0,105.0,28.0,84.0,43.0,15.0,5.0,9.0,0.0,0.0,0.0,3.0,292.0
542,2019,350580.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
543,2019,350600.0,18.0,17.0,26.0,7.0,5.0,5.0,1.0,1.0,0.0,0.0,1.0,81.0
544,2019,350610.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
545,2019,350635.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0
546,2019,350650.0,1.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
547,2019,350660.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
548,2019,350700.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
549,2019,350710.0,3.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0
550,2019,350750.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0
551,2019,350760.0,16.0,0.0,7.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,29.0
552,2019,350790.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
553,2019,350810.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
554,2019,350840.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
555,2019,350850.0,12.0,5.0,7.0,2.0,0.0,5.0,1.0,0.0,0.0,0.0,4.0,36.0
556,2019,350860.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
557,2019,350870.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
558,2019,350900.0,15.0,30.0,34.0,10.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,92.0
559,2019,350920.0,10.0,6.0,12.0,8.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,39.0
560,2019,350925.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,5.0
561,2019,350930.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
562,2019,350945.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
563,2019,350950.0,88.0,12.0,29.0,22.0,7.0,4.0,3.0,2.0,0.0,0.0,5.0,172.0
564,2019,350960.0,11.0,11.0,7.0,6.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,39.0
565,2019,350970.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0
566,2019,351000.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0
567,2019,351020.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0
568,2019,351030.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0
569,2019,351050.0,4.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0
570,2019,351060.0,101.0,36.0,120.0,43.0,8.0,5.0,8.0,0.0,0.0,0.0,5.0,326.0
571,2019,351110.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0
572,2019,351150.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
573,2019,351160.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
574,2019,351210.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
575,2019,351220.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
576,2019,351240.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
577,2019,351250.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
578,2019,351280.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0
579,2019,351300.0,38.0,15.0,54.0,17.0,6.0,7.0,1.0,0.0,0.0,0.0,2.0,140.0
580,2019,351310.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
581,2019,351340.0,7.0,1.0,6.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,16.0
582,2019,351350.0,5.0,4.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,16.0
583,2019,351380.0,47.0,24.0,56.0,16.0,4.0,2.0,5.0,0.0,0.0,0.0,2.0,156.0
584,2019,351390.0,0.0,0.0,3.0,1.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,9.0
585,2019,351410.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
586,2019,351430.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
587,2019,351440.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0
588,2019,351450.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0
589,2019,351480.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
590,2019,351500.0,22.0,10.0,16.0,8.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,60.0
591,2019,351510.0,10.0,5.0,10.0,5.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,33.0
592,2019,351515.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0
593,2019,351518.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
594,2019,351550.0,56.0,4.0,3.0,7.0,4.0,8.0,4.0,1.0,1.0,0.0,10.0,98.0
595,2019,351570.0,24.0,14.0,48.0,18.0,2.0,1.0,3.0,0.0,0.0,0.0,1.0,111.0
596,2019,351600.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
597,2019,351620.0,3.0,3.0,7.0,8.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,23.0
598,2019,351630.0,129.0,130.0,240.0,76.0,16.0,23.0,8.0,0.0,0.0,0.0,9.0,631.0
599,2019,351640.0,63.0,65.0,146.0,55.0,10.0,13.0,2.0,1.0,0.0,0.0,12.0,367.0
600,2019,351650.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
601,2019,351670.0,3.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,7.0
602,2019,351690.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
603,2019,351700.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
604,2019,351730.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
605,2019,351740.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
606,2019,351750.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
607,2019,351820.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
608,2019,351830.0,22.0,0.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,29.0
609,2019,351840.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
610,2019,351860.0,0.0,0.0,2.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,6.0
611,2019,351870.0,26.0,1.0,7.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,39.0
612,2019,351880.0,284.0,109.0,293.0,128.0,35.0,25.0,15.0,4.0,0.0,0.0,24.0,917.0
613,2019,351907.0,17.0,0.0,1.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,24.0
614,2019,351920.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
615,2019,351930.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
616,2019,351940.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
617,2019,351950.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0
618,2019,351960.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,5.0
619,2019,351970.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0
620,2019,351980.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
621,2019,352000.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
622,2019,352020.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
623,2019,352040.0,0.0,1.0,5.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,8.0
624,2019,352044.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
625,2019,352050.0,20.0,3.0,7.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,35.0
626,2019,352090.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
627,2019,352100.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0
628,2019,352210.0,8.0,0.0,3.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,15.0
629,2019,352220.0,27.0,13.0,12.0,5.0,0.0,1.0,3.0,0.0,0.0,0.0,2.0,63.0
630,2019,352230.0,10.0,1.0,3.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,20.0
631,2019,352240.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
632,2019,352250.0,43.0,8.0,30.0,7.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,93.0
633,2019,352260.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
634,2019,352270.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
635,2019,352280.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
636,2019,352290.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
637,2019,352310.0,89.0,40.0,77.0,27.0,1.0,9.0,4.0,1.0,0.0,0.0,0.0,248.0
638,2019,352330.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
639,2019,352340.0,2.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0
640,2019,352360.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
641,2019,352380.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
642,2019,352390.0,23.0,1.0,10.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,41.0
643,2019,352400.0,4.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0
644,2019,352420.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
645,2019,352430.0,2.0,1.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,8.0
646,2019,352440.0,2.0,2.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0
647,2019,352450.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
648,2019,352470.0,17.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,20.0
649,2019,352480.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
650,2019,352500.0,26.0,8.0,20.0,11.0,8.0,1.0,1.0,0.0,0.0,0.0,0.0,75.0
651,2019,352510.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
652,2019,352520.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
653,2019,352530.0,4.0,3.0,5.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0
654,2019,352550.0,3.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,7.0
655,2019,352560.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
656,2019,352570.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
657,2019,352580.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
658,2019,352585.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
659,2019,352590.0,38.0,11.0,30.0,24.0,4.0,3.0,7.0,0.0,0.0,0.0,1.0,118.0
660,2019,352600.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
661,2019,352610.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
662,2019,352620.0,3.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0
663,2019,352640.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
664,2019,352660.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
